,Ngày,Doanh thu Affilicate,Doanh thu cửa hàng,Đơn giá bình quân,Lượt bán,Doanh thu tài khoản tự vận hành
47,2024-09-26,-0.2325350969687929,-0.2357494417402915,0.9017228859448403,0.18434524512277092,0.8608080760110304
48,2024-09-27,-0.38713310559775965,-0.23633570482515698,0.2996884633085079,-0.46338817529329746,0.3272746292388608
49,2024-09-28,-0.4199266225796617,-0.23633570482515698,0.3870612522795864,-0.6484548668407458,0.8193359383417651
50,2024-09-29,-0.6758706530471266,-0.23624426929815961,-1.3029439261746891,-1.7889283535018952,-1.5154333255793044
51,2024-09-30,-0.23721988510906464,-0.23267828374526212,1.1841883407006542,-0.0007214464246770055,0.29252770308353043
52,2024-10-01,-0.572758466079746,-0.23361415325688228,0.6671329319950973,-1.467374976938204,-0.568299370700138
53,2024-10-02,-0.9067276430234363,-0.23633570482515698,-1.439389103471989,-3.111229864608412,-1.9839563943834366
54,2024-10-03,0.2546828696194659,-0.1451583487275426,1.4247627322511573,2.5416322287083926,2.7920646490960053
55,2024-10-04,-0.19974157998689088,-0.22853141366791074,0.9843081248353127,0.20979191521054535,0.40797716740607975
56,2024-10-05,-0.6514769612007317,-0.23376475294840737,-0.09887508090202597,-1.7981816880792676,-0.7263418412776084
57,2024-10-06,-0.658602523962085,-0.23551278508218065,-0.5429203508783259,-1.7681083507028073,0.23648427380073953
58,2024-10-07,-0.26532861395069496,-0.23029558148291884,0.9101010985859034,0.10106523392641938,1.4638353750938606
